19,200
19,200
24,200
22,200
20,200
20,200
20,200
17,200
21,200
19,200
20,200
23,200
20,200
21,200
19,200
18,200
18,200
18,200
19,200
17,200
18,200
20,200
17,200
19,200
22,200
22,200
21,200
22,200
25,200
24,200
21,200
18,200
19,200
19,200
23,200
22,200
20,200
15,200
28,200
23,200
23,200
19,200
23,200
19,200
19,200
16,200
16,200
17,200
17,200
18,200
18,200
17,200
18,200
18,200
20,200
21,200
18,200
20,200
17,200
20,200
16,200
18,200
17,200
19,200
16,200
18,200
24,200
19,200
27,200
23,200
21,200
23,200
22,200
22,200
22,200
20,200
30,200
36,200
24,200
23,200
18,200
22,200
22,200
21,200
17,200
28,200
25,200
21,200
20,200
19,200
20,200
21,200
18,200
18,200
18,200
22,200
20,200
19,200
18,200
21,200
21,200
20,200
20,200
21,200
18,200
25,200
18,200
19,200
17,200
20,200
28,200
22,200
19,200
25,200
21,200
25,200
22,200
23,200
19,200
24,200
20,200
21,200
20,200
20,200
22,200
20,200
22,200
19,200
20,200
25,200
19,200
19,200
17,200
18,200
17,200
18,200
17,200
17,200
18,200
20,200
20,200
22,200
28,200
21,200
20,200
29,200
22,200
17,200
17,200
17,200
17,200
22,200
22,200
21,200
22,200
25,200
19,200
17,200
26,200
23,200
23,200
19,200
18,200
19,200
23,200
18,200
19,200
19,200
18,200
20,200
17,200
22,200
20,200
20,200
17,200
19,200
17,200
19,200
16,200
19,200
19,200
16,200
20,200
20,200
19,200
18,200
18,200
19,200
18,200
20,200
17,200
19,200
19,200
19,200
19,200
19,200
21,200
19,200
17,200
17,200
20,200
20,200
20,200
19,200
19,200
22,200
20,200
21,200
19,200
18,200
22,200
20,200
22,200
18,200
19,200
19,200
20,200
18,200
16,200
21,200
17,200
18,200
16,200
18,200
17,200
16,200
24,200
22,200
30,200
29,200
26,200
18,200
20,200
16,200
17,200
16,200
19,200
17,200
17,200
19,200
18,200
22,200
18,200
18,200
16,200
17,200
20,200
19,200
21,200
21,200
17,200
17,200
16,200
17,200
15,200
20,200
16,200
16,200
17,200
19,200
17,200
18,200
17,200
17,200
16,200
18,200
18,200
18,200
19,200
17,200
19,200
18,200
23,200
20,200
18,200
22,200
21,200
18,200
16,200
17,200
20,200
17,200
20,200
19,200
17,200
22,200
22,200
18,200
20,200
18,200
19,200
20,200
17,200
21,200
20,200
22,200
20,200
20,200
21,200
18,200
20,200
18,200
21,200
19,200
19,200
17,200
20,200
18,200
19,200
16,200
19,200
19,200
17,200
21,200
19,200
17,200
20,200
20,200
20,200
21,200
18,200
19,200
19,200
22,200
19,200
18,200
20,200
19,200
19,200
18,200
16,200
20,200
20,200
18,200
18,200
22,200
20,200
20,200
21,200
18,200
18,200
15,200
15,200
16,200
16,200
16,200
19,200
20,200
17,200
18,200
17,200
20,200
18,200
18,200
19,200
18,200
17,200
16,200
17,200
18,200
17,200
17,200
15,200
18,200
17,200
17,200
17,200
18,200
18,200
17,200
17,200
20,200
16,200
16,200
20,200
19,200
18,200
20,200
18,200
21,200
18,200
18,200
18,200
18,200
20,200
18,200
17,200
20,200
19,200
19,200
18,200
19,200
18,200
17,200
17,200
19,200
18,200
19,200
19,200
20,200
17,200
18,200
17,200
24,200
19,200
19,200
16,200
19,200
17,200
17,200
15,200
15,200
16,200
15,200
18,200
18,200
18,200
18,200
18,200
21,200
18,200
18,200
18,200
22,200
20,200
21,200
20,200
17,200
18,200
18,200
19,200
21,200
18,200
18,200
18,200
19,200
18,200
18,200
20,200
17,200
19,200
18,200
17,200
17,200
21,200
18,200
20,200
17,200
17,200
21,200
17,200
18,200
16,200
17,200
19,200
22,200
18,200
19,200
18,200
24,200
18,200
21,200
21,200
18,200
22,200
27,200
20,200
27,200
23,200
19,200
19,200
16,200
18,200
18,200
19,200
20,200
17,200
17,200
19,200
17,200
26,200
21,200
19,200
19,200
20,200
16,200
16,200
18,200
21,200
20,200
18,200
17,200
17,200
18,200
18,200
18,200
17,200
18,200
17,200
19,200
19,200
17,200
17,200
15,200
18,200
17,200
19,200
17,200
17,200
20,200
17,200
16,200
18,200
19,200
20,200
18,200
18,200
29,200
22,200
30,200
21,200
20,200
21,200
19,200
19,200
20,200
19,200
18,200
20,200
16,200
21,200
18,200
17,200
16,200
17,200
16,200
19,200
19,200
19,200
20,200
22,200
19,200
26,200
17,200
19,200
17,200
17,200
16,200
16,200
18,200
17,200
17,200
18,200
17,200
18,200
17,200
18,200
19,200
18,200
15,200
16,200
21,200
19,200
22,200
22,200
20,200
22,200
19,200
20,200
16,200
22,200
16,200
18,200
23,200
17,200
19,200
23,200
18,200
22,200
20,200
18,200
20,200
20,200
21,200
25,200
20,200
29,200
29,200
26,200
26,200
25,200
26,200
22,200
19,200
21,200
17,200
21,200
18,200
18,200
20,200
18,200
19,200
16,200
15,200
17,200
19,200
18,200
16,200
16,200
17,200
16,200
17,200
16,200
17,200
18,200
17,200
15,200
18,200
19,200
16,200
16,200
17,200
18,200
17,200
16,200
20,200
20,200
16,200
16,200
17,200
16,200
17,200
17,200
20,200
16,200
15,200
21,200
19,200
17,200
19,200
17,200
18,200
21,200
18,200
19,200
18,200
19,200
19,200
19,200
18,200
17,200
17,200
20,200
17,200
17,200
17,200
18,200
20,200
15,200
19,200
17,200
18,200
17,200
16,200
20,200
16,200
17,200
21,200
18,200
17,200
18,200
18,200
17,200
16,200
19,200
20,200
18,200
18,200
20,200
17,200
19,200
21,200
18,200
18,200
18,200
20,200
20,200
18,200
17,200
18,200
18,200
21,200
22,200
24,200
21,200
20,200
20,200
22,200
19,200
21,200
17,200
21,200
17,200
21,200
28,200
22,200
22,200
22,200
22,200
17,200
22,200
21,200
20,200
25,200
18,200
23,200
18,200
19,200
29,200
36,200
27,200
29,200
19,200
19,200
23,200
18,200
16,200
18,200
19,200
21,200
16,200
20,200
18,200
20,200
16,200
20,200
18,200
22,200
17,200
17,200
19,200
28,200
24,200
20,200
25,200
21,200
21,200
18,200
19,200
18,200
17,200
20,200
18,200
18,200
18,200
17,200
22,200
18,200
22,200
20,200
19,200
16,200
17,200
17,200
19,200
20,200
20,200
25,200
18,200
24,200
19,200
20,200
18,200
19,200
17,200
17,200
22,200
22,200
22,200
24,200
18,200
21,200
28,200
19,200
23,200
21,200
21,200
24,200
18,200
30,200
27,200
25,200
20,200
19,200
17,200
18,200
19,200
19,200
18,200
17,200
18,200
17,200
18,200
17,200
19,200
21,200
18,200
19,200
18,200
18,200
18,200
19,200
19,200
17,200
17,200
18,200
17,200
16,200
19,200
15,200
17,200
17,200
17,200
17,200
17,200
20,200
18,200
18,200
19,200
21,200
17,200
17,200
18,200
18,200
17,200
17,200
19,200
19,200
17,200
19,200
17,200
17,200
19,200
19,200
20,200
18,200
18,200
16,200
15,200
18,200
16,200
17,200
16,200
16,200
20,200
17,200
18,200
18,200
20,200
21,200
18,200
17,200
17,200
17,200
20,200
19,200
17,200
16,200
18,200
17,200
18,200
19,200
30,200
22,200
21,200
18,200
22,200
17,200
19,200
18,200
16,200
17,200
18,200
15,200
16,200
17,200
16,200
16,200
16,200
17,200
19,200
19,200
18,200
16,200
17,200
15,200
15,200
18,200
20,200
19,200
22,200
18,200
18,200
18,200
18,200
20,200
18,200
17,200
17,200
18,200
18,200
18,200
17,200
19,200
18,200
16,200
18,200
16,200
17,200
17,200
15,200
17,200
17,200
16,200
17,200
16,200
19,200
19,200
16,200
17,200
19,200
16,200
17,200
18,200
18,200
18,200
21,200
21,200
20,200
18,200
19,200
21,200
17,200
19,200
19,200
18,200
23,200
21,200
24,200
21,200
18,200
19,200
20,200
22,200
19,200
17,200
20,200
18,200
19,200
18,200
18,200
18,200
20,200
19,200
16,200
20,200
23,200
17,200
21,200
19,200
18,200
19,200
20,200
20,200
17,200
17,200
21,200
23,200
19,200
17,200
16,200
21,200
19,200
18,200
20,200
19,200
18,200
18,200
20,200
20,200
17,200
15,200
16,200
15,200
17,200
19,200
18,200
17,200
19,200
16,200
17,200
17,200
15,200
17,200
19,200
18,200
19,200
17,200
18,200
16,200
16,200
16,200
17,200
17,200
17,200
16,200
17,200
17,200
17,200
16,200
16,200
17,200
19,200
19,200
23,200
18,200
19,200
18,200
16,200
17,200
17,200
18,200
18,200
17,200
17,200
17,200
16,200
17,200
16,200
17,200
16,200
17,200
17,200
17,200
18,200
17,200
17,200
18,200
16,200
15,200
17,200
16,200
15,200
16,200
17,200
16,200
20,200
19,200
17,200
16,200
16,200
16,200
15,200
18,200
18,200
17,200
17,200
19,200
17,200
18,200
17,200
17,200
15,200
19,200
19,200
18,200
21,200
16,200
19,200
21,200
18,200
17,200
17,200
19,200
19,200
20,200
17,200
18,200
21,200
17,200
17,200
